record_id,show_no,horse,horse_display,barn_name,tag,active
rec3nHv51hRLMYzq9,14907,Casa Quo Vadis,Casa Quo Vadis,,,1
rec3tOlCzuqzu8xpK,14907,Spice Of Life,Spice Of Life,,,1
rec3ymJHjbSypFThl,14907,Isadora S,Isadora S,,,1
rec40MfXy8dtCqIYP,14907,Quiet Storm,Quiet Storm,,,1
rec4C5up6MnR29EiK,14907,Penelope De La Fresnière,Penelope De La Fresnière,,,1
rec4D5KaOr9DvzH4M,14907,Valentine Car,Valentine Car,,,1
rec4NB0C9itFKn8SC,14907,Sf Old Fashioned,Sf Old Fashioned,,,1
rec4QqdclnrUCVdiD,14907,Quesera K Van’t Kattenheye,Quesera K Van’t Kattenheye,,,1
rec4VDspCpJERBJl8,14907,Granslam De Lezellec,Granslam De Lezellec,,,1
rec4YooWMtcVpmXQF,14907,Nadia I,Nadia I,,,1
rec4nUa5OPixUm7uS,14907,Milas D,Milas D,,,1
rec4o1gsPCeD8j1G5,14907,Charme Z,Charme Z,,,1
rec4pW9bO9QBqQEPq,14907,Spectacular Jedi,Spectacular Jedi,,,1
rec4s0Mzjefu6r5cl,14907,Red Admiral,Red Admiral,,,1
rec4t0FzVih0kCmed,14907,Luttoria,Luttoria,,,1
rec4vpSFQURa0PYoY,14907,Pedro Molino,Pedro Molino,,,1
rec53tkcNQCCfVzWy,14907,Kunigunde,Kunigunde,,,1
rec55vpC4sa96DMLZ,14907,Dsh Gran Torino,Dsh Gran Torino,,,1
rec584hR7QhYVM0Dy,14907,Tobias Van Kreyel Mc,Tobias Van Kreyel Mc,,,1
rec5IMARVeIPrAwrw,14907,Luau,Luau,,,1
rec5O8osBWqMAVFnF,14907,Chagrandino Ps,Chagrandino Ps,,,1
rec5RwIwtZ73MZZg4,14907,Casa Delle Farfalle,Casa Delle Farfalle,,,1
rec5XIxuphy7e2gHq,14907,Cypress,Cypress,,,1
rec5dxymjnNRDuYyU,14907,Fe Crack The Code,Fe Crack The Code,,,1
rec5iXZPcQzVZs9JC,14907,Miracle Van De Beiaard Z,Miracle Van De Beiaard Z,,,1
rec5ilpr2s7Hlj44B,14907,Royal Mark,Royal Mark,,,1
rec5oHRuo9LmxwmDS,14907,Thunder Shark,Thunder Shark,,,1
rec5ttdBVYcgXCjy7,14907,Jumper,Jumper,,,1
rec5ylEAIYsVImCwb,14907,Nasia’s Girl Keros,Nasia’s Girl Keros,,,1
rec66pBaptxrt8yyo,14907,Maui,Maui,,,1
rec68Y4BHkJgauJol,14907,Dakota Z,Dakota Z,,,1
rec6GsY9Mh96KvSEN,14907,SUGARBROOK BURNSIDE,SUGARBROOK BURNSIDE,,,1
rec6IEDCH2CEsI0mA,14907,Untitled,Untitled,,,1
rec6JB2dXpm5ALnlU,14907,Costello,Costello,,,1
rec6MB2ywdYKcfb0T,14907,A Golden Girl Sh Z,A Golden Girl Sh Z,,,1
rec6NgqkkCNTmrbDA,14907,Only Always,Only Always,,,1
rec6OXORzccdhll6P,14907,Choco Du Reverdy,Choco,Choco,,1
rec6PWBeeW8h4Exaz,14907,Maleficent Ht,Maleficent Ht,,,1
rec6Q6gd7UJzFnRV9,14907,Ck’s Superman,Ck’s Superman,,,1
rec6WumYeeHe2GHQM,14907,Crown,Crown,,,1
rec6X8TFkV3MzY8Lj,14907,St. Nick,St. Nick,,,1
rec6XtWBD3dPrI9xc,14907,Casillo Hp 2,Casillo Hp 2,,,1
rec6hlLugT5cf84pr,14907,Official First Hj Z,Official First Hj Z,,,1
rec6i0GjQGwBoQN2q,14907,Dorchester,Dorchester,,,1
rec6m1HEVlUs9g5DV,14907,Herakles,Herakles,,,1
rec6qDvTz921w3o0j,14907,Grand Colbert Rtg,Grand Colbert Rtg,,,1
rec6qkStn8vxhfz5c,14907,Poptart,Poptart,Poptart,,1
rec6sdc0Zpp1zj6Gy,14907,Modena Lc,Modena Lc,,,1
rec6t3JY3PYLXefAE,14907,Play Maker,Play Maker,,,1
rec6u2I3D3MMwwvpg,14907,Fraxinus Des Coeuries,Fraxinus Des Coeuries,,,1
rec6ysiq6YPYZB8xn,14907,Il Vole Du Park,Il Vole Du Park,,,1
rec70VEuoqNs0m1Cp,14907,Carmenzita,Carmenzita,,,1
rec71PSXk9xhzorfN,14907,Fpf First Edition,Fpf First Edition,,,1
rec740v4uyei3qRrI,14907,Friloux Des Champs,Friloux Des Champs,,,1
rec75sEswzXRhWCry,14907,Apollo,Apollo,,,1
rec75vZjBWwbTd4Gl,14907,Gucci,Gucci,,,1
rec78HboS0nekBGJk,14907,Categorico Ec Z,Categorico Ec Z,,,1
rec7OtpMftJvmaGkF,14907,Kleopatra Hero Z,Kleopatra Hero Z,,,1
rec7U6MZ2RuK9M4Ni,14907,Lance Van't Roosakker,Lance Van't Roosakker,,,1
rec7c9RGVvgUKcK1S,14907,Only Love B,Only Love B,,,1
rec7d5cNC1VojG6xW,14907,Chacco Bumpy,Chacco Bumpy,,,1
rec7j8GzTIZj2s6FW,14907,Lowie Van De Opstal,Lowie Van De Opstal,,,1
rec7l7jPPOA9Tcft0,14907,Ancelotti,Ancelotti,,,1
rec7wlOHrfCBS7FPW,14907,Perry Girl,Perry Girl,,,1
rec7xAGggwkuB2iuH,14907,Cobalto,Cobalto,,,1
rec81fkbetDGZMtjx,14907,Pursuit Of Honor,Pursuit Of Honor,,,1
rec81uY66ycE88wYH,14907,Caligua,Caligua,,,1
rec82ZXx3k3BZs95n,14907,Iron Maiden,Iron Maiden,,,1
rec82e2dr4ecqWST8,14907,Wordsmith,Wordsmith,,,1
rec84BFw2lO0RAtgl,14907,Liverpool 56,Liverpool 56,,,1
rec89MeFFkOvodxoK,14907,Lucky Lakota,Lucky Lakota,,,1
rec89xy1xTBKI5qS0,14907,Geisha D’agenais,Geisha D’agenais,,,1
rec8A2lbxQcozlnDf,14907,Riverstown Flamenco Cruise,Riverstown Flamenco Cruise,,,1
rec8CE9tachZAQASt,14907,Nightfall,Nightfall,,,1
rec8FJLMG4nFMBNat,14907,Onetta Vd Fruitkorf Z,Onetta Vd Fruitkorf Z,,,1
rec8Goer4IVkOC4h7,14907,Dunkin Donuts,Dunkin Donuts,,,1
rec8MV3OeY9y3RdK0,14907,Faveur De Piquet,Faveur De Piquet,,,1
rec8NOjTkFoEPrO0Z,14907,Casamigos,Casamigos,,,1
rec8O71Kdp1X8FGdo,14907,Gucci Musterd,Gucci Musterd,,,1
rec8OWj74wrBROtRy,14907,Sternmarke 3,Sternmarke 3,,,1
rec8PeVMdZkMCMLS5,14907,Balou Blue Z,Balou Blue Z,,,1
rec8Vvmrl3eS033yb,14907,Ilusionist II,Ilusionist II,,,1
rec8WP23Cu2mqFUBh,14907,Norelien,Norelien,,,1
rec8WmfMN2mlzEC3P,14907,Kilenka Gl,Kilenka Gl,,,1
rec8YINI8jJV8z09Q,14907,Maminka,Maminka,,,1
rec8d4baTtu7H8kBN,14907,Quido,Quido,,,1
rec8gyq6rP2NUKN64,14907,Kashmir,Kashmir,,,1
rec8mqMezByvEOtKc,14907,ETONEMOI DEL CABALERO,Toni,Toni,,1
rec8q7MNwQWvp6Ojs,14907,Diamant,Diamant,,,1
rec8tPpuefo69dXlO,14907,Dominic Toretto,Dominic Toretto,,,1
rec8wn8t29fBjKEVL,14907,United's Choice,United's Choice,,,1
rec8yCaafwHR1yQyp,14907,On The Clock,On The Clock,,,1
rec911JSQBdvmEcZU,14907,Neisha,Neisha,,,1
rec9AP3HlVMforLnk,14907,Paulownia,Paulownia,,,1
rec9Cq92rysrUPw7F,14907,Sunkist,Sunkist,,,1
rec9JED7qNw5K1k1x,14907,Bye Chance,Bye Chance,,,1
rec9JObwdwV4vJzDp,14907,Newberry Balia Nl,Newberry Balia Nl,,,1
rec9QVvKA6ZzXPqKg,14907,Flylow,Flylow,,,1
rec9UjGawtgR3NdhA,14907,KINMAR QUALITY HERO,Kinmar,Kinmar,,1
rec9hBrpaI6DR0pVH,14907,Carlina,Carlina,,,1
rec9mkyDT8SCK4pXM,14907,Okidoki Van De Renthoeve,Okidoki Van De Renthoeve,,,1
rec9xWBf0WO0Y8iw0,14907,Ustina,Ustina,,,1
recA1M889R2eXkTtW,14907,Tavish,Tavish,,,1
recA2tEY30b7N3UP1,14907,Ideal,Doug,Doug,,1
recA5qCmRLMk98Xr4,14907,En Vogue,En Vogue,,,1
recACZTBR1kkOmdvv,14907,Novio,Novio,,,1
recAT3lIYgGZIMQVx,14907,Lord Cageman,Lord Cageman,,,1
recAWz5tOQQ2B2IlN,14907,Dame Bruchetta Z,Dame Bruchetta Z,,,1
recAalHFW2uRbLEYb,14907,Bull Run’s Luminous,Bull Run’s Luminous,,,1
recAcezq3hDqF2BUf,14907,Frosty Hd,Frosty Hd,,,1
recAhS04AxFaq6eTd,14907,Cleveland 42,Cleveland 42,,,1
recAkwy9NCpBgDMK8,14907,Cobalou 3,Cobalou 3,,,1
recAlAuF50JlUkb8B,14907,Dicaprio,Dicaprio,,,1
recAotPYSEsSn12HE,14907,Lyon,Lyon,,,1
recApU9lrIEBS8F9M,14907,Maeberry,Maeberry,,,1
recApexUFy6SutJMS,14907,Hfo Balou D’amour,Hfo Balou D’amour,,,1
recB0LPWzuHFktnZa,14907,Dropshot Z,Dropshot Z,,,1
recB7ZuvjdCfzUk9x,14907,Unstoppable,Unstoppable,,,1
recB982E0TELXjaLf,14907,Cognac Vh Gebergte Z,Cognac Vh Gebergte Z,,,1
recBAKR7ORMahR0y8,14907,Titan,Titan,,,1
recBAfxAXTEQ2vfZ2,14907,Curacao D'elsendam Z,Curacao D'elsendam Z,,,1
recBAxAXHSLDqprSX,14907,Dexter,Dexter,,,1
recBEKQFHtHWNpX0V,14907,Rozsa,Rozsa,,,1
recBGR9exROYploMW,14907,Cor La Loi Mdm Z,Cor La Loi Mdm Z,,,1
recBIM9PfT6bsg41D,14907,Stapleton Asha,Stapleton Asha,,,1
recBOgKghLw1CwsWm,14907,Vdl Friedakilly R Z,Vdl Friedakilly R Z,,,1
recBR3esuqrcgEdbZ,14907,Lucas 274,Lucas 274,,,1
recBSllePMOSowevO,14907,Cattrepel,Cattrepel,,,1
recBU3FB99fptTovp,14907,Cajou Mm,Cajou Mm,,,1
recBVMDEeKtclY2YM,14907,Yalambis Ikon,Yalambis Ikon,,,1
recBaYvEEaZilflVe,14907,Col De Knolton,Col De Knolton,,,1
recBbNqLfR6bedO4Y,14907,Conthinder,Conthinder,,,1
recBeIt2QJKxKBR0i,14907,Coffee,Coffee,,,1
recBezwCTbGePCZMo,14907,Garrincha Van De Kalevallei,Garrincha Van De Kalevallei,,,1
recBjz5bfMTj6Kszj,14907,The Flying Dutchman,The Flying Dutchman,,,1
recBmucJMwyYrJR8x,14907,HERMES D'ARMANVILLE,Hermes,Hermes,,1
recBmww7UNikgcKTQ,14907,Naton Wi Ro Z,Naton Wi Ro Z,,,1
recBpibv9YAh7V1Z2,14907,Facundo De La Nutria,Facundo De La Nutria,,,1
recBpwtdQHxh4VA9A,14907,Hopeful Z,Hopeful Z,,,1
recBqHQ7LvA6qZXba,14907,Crossover 4,Crossover 4,,,1
recBwBJO5n5suc2QO,14907,Jason Brown,Jason Brown,,,1
recBy0OrpOauCr6Pz,14907,Istina Van De Kapel,Istina Van De Kapel,,,1
recC1LlZr1GscmlPI,14907,Noucka Ut Frankryk,Noucka Ut Frankryk,,,1
recC3oy4u30kAUXpX,14907,Dracko Van Het Vinckenhof Z,Dracko Van Het Vinckenhof Z,,,1
recC8R2n0Nt7vCCZX,14907,Mattador,Mattador,,,1
recCCyLwjd5I1kA86,14907,Balou's Paul Ps,Balou's Paul Ps,,,1
recCFoetVK6igjp1t,14907,Dorien,Dorien,,,1
recCHvAtwqC6cxM2n,14907,Ib Mercedes,Ib Mercedes,,,1
recCJZ2qtB13pnoHM,14907,FERNHILL KUDOS,Kudos,Kudos,,1
recCL5jGRxCgxSTxZ,14907,Noran,Noran,,,1
recCO6qdAsYAySo1B,14907,Lisdeen Lady Kvj,Lisdeen Lady Kvj,,,1
recCblCmvEDw4fjhb,14907,Voila Bbf,Voila Bbf,,,1
recCiAVbHldxvRM4N,14907,Top Secret Hk,Top Secret Hk,,,1
recCjY7URLFiJYB7z,14907,Cylano,Cylano,,,1
recCmoVpLN0IM1Tfx,14907,Ici,Ici,,,1
recCpjFhbOsTOGJUB,14907,Gelano,Gelano,,,1
recCxBXhiqmeolR7k,14907,Roncevert,Roncevert,,,1
recD3ADwwji0FNRtM,14907,Calypso,Calypso,Calypso,,1
recD8jCi0q5mMW8MU,14907,North Shore Hal,North Shore Hal,,,1
recD9SB1PECGSj1Yb,14907,Temptation V/H Haringvliet Z,Temptation V/H Haringvliet Z,,,1
recD9b3EPozRngyHO,14907,Kinmar Candy Hero,Kinmar Candy Hero,,,1
recD9gwIjpzrVvDIe,14907,Central Park,Central Park,,,1
recDFUDVH3lI7ARxv,14907,Kannador,Kannador,,,1
recDJymEDEhi1CpfZ,14907,Hopefull Menjoulet,Hopefull Menjoulet,,,1
recDOtGY0befnMTnN,14907,Annandale Sherlock,Annandale Sherlock,,,1
recDQEfPh2h3Q33rW,14907,Diablo,Diablo,,,1
recDToNbMNma9p8mG,14907,Boleybawn Rolo,Boleybawn Rolo,,,1
recDVF7uAGskLIIS1,14907,Markanto A,Mark,Mark,,1
recDXmtE1EtbKe5Z0,14907,Conthalando Ps,Conthalando Ps,,,1
recDaX9AIGXi2opkI,14907,Striking Elsa,Striking Elsa,,,1
recDd5py01cZ4e59W,14907,Cecilija,Cecilija,,,1
recDiDE2MtLKKf0P3,14907,Once Upon A Time,Once Upon A Time,,,1
recDpMqmThlCwQMi7,14907,Salute To You,Salute To You,,,1
recDqLWLTELHxRM9X,14907,Valdes,Valdes,,,1
recDtVYDKNlqH6xXc,14907,Castell 21,Castell 21,,,1
recDz4Szz11aFohBg,14907,Smilla's Sense Of Snow,Smilla's Sense Of Snow,,,1
recDzjWHwc9TGbMJL,14907,Marylee Z,Marylee Z,,,1
recE26EQIjm375tmu,14907,Captain Morgan,Captain Morgan,,,1
recE2bq8oN5PjNRxW,14907,Conchita Blue Ps,Conchita Blue Ps,,,1
recE2dKhZzmBJ8r09,14907,Fernhill Kudos,Fernhill Kudos,,,1
recEA81YHES7j8aEP,14907,Koblenz,Koblenz,,,1
recEAtZEa8uNj2U9E,14907,Lindy Hop,Lindy Hop,,,1
recECNgADOjF7MXOO,14907,Riskana Ls La Silla,Riskana Ls La Silla,,,1
recEGszJmOp7bz0OB,14907,Czechmate,Czechmate,,,1
recEKjMLxbot8wxp8,14907,Conlugo Ps,Conlugo Ps,,,1
recEKwpfkg93Z4H5R,14907,Tarantino De Rie,Tarantino De Rie,,,1
recEMsh99Wax4krPL,14907,Psu Krymsun Blue Sky,Psu Krymsun Blue Sky,,,1
recEPT41M7QgVeNUp,14907,Itos S,Itos S,,,1
recER7eS5z5aEPFDL,14907,Kalibra S,Kalibra S,,,1
recERIl5sMgyTd53w,14907,Captain Marvel CF,Captain Marvel CF,,,1
recESRryqm3rYzNmy,14907,Vincent Van Gough,Vincent Van Gough,,,1
recEWH4u9If0ikM53,14907,Inlaws Manolo,Inlaws Manolo,,,1
recEb1fI9vpKW8r0V,14907,Berlisto,Berlisto,,,1
recEca3dY4K2WdByh,14907,Howie Do It,Howie Do It,,,1
recEjGyhVLj8KVVn1,14907,Starridor,Starridor,,,1
recEqrLojB1nQq8yc,14907,Cruise Mor,Cruise Mor,,,1
recErv7pTR8z8H9yo,14907,Corzico Melloni Z,Corzico Melloni Z,,,1
recF0Qj3XRYqabiuO,14907,Streya,Streya,,,1
recF6Guy7FFaenUfX,14907,Dragonball,Dragonball,,,1
recFAVetiObiBXgqy,14907,Greta De La Dinais,Greta De La Dinais,,,1
recFDWbTiblt4mAKN,14907,Remus Van't Merelsnest,Remus Van't Merelsnest,,,1
recFDsz0IzWNeXBNp,14907,Romeo Juliets Shadow,Romeo Juliets Shadow,,,1
recFPMUKEJTA0OzQq,14907,Khinula Wb,Khinula Wb,,,1
recFPiXW19r8Sahoe,14907,Contika 46,Contika 46,,,1
recFYAs9mJQnTitDs,14907,Double R Jacaranda,Double R Jacaranda,,,1
recFcNzxzXWQQkMgX,14907,Haymar's Scho Me Dragons,Haymar's Scho Me Dragons,,,1
recFiayID2d01JkEQ,14907,Phantom,Phantom,,,1
recFj8Rnqda865Orl,14907,Bff Signatures Holy Ghost,Bff Signatures Holy Ghost,,,1
recFlyjedAVJDtOjI,14907,Dionte Van't Merelsnest Z,Dionte Van't Merelsnest Z,,,1
recFoVE0gTs7NyOHL,14907,Ganesh Des Till,Ganesh Des Till,,,1
recFqOfkI1rNkZxOD,14907,AMONG US,AMONG US,,,1
recFtsOdf7D6kAYAo,14907,Picar,Picar,,,1
recFuTfmuOFVJaTP8,14907,Undercover,Undercover,,,1
recFw6p4fSiH1sdaC,14907,CHARLY D'YSENBEEKC Z,CHARLY D'YSENBEEKC Z,,,1
recFxKJ6AVT5FhQuY,14907,Nielson Wh,Nielson Wh,,,1
recG058pTpfNNSn8z,14907,Cyrus,Cyrus,,,1
recG7SKDs4mcP2CYx,14907,Vdl Liantha,Vdl Liantha,,,1
recG7uweZEH4T75hg,14907,Hickstead Legend,Hickstead Legend,,,1
recG8UFeNEruW0qAM,14907,Cupido De Jolie Z,Cupido De Jolie Z,,,1
recGDKWcPo8Ro3vCx,14907,Anthem L.a. Z,Anthem L.a. Z,,,1
recGIs38pm2C2QgQ5,14907,La Fe Frontera,La Fe Frontera,,,1
recGKVwLVd3FnZhTg,14907,Cms Cabernett,Cms Cabernett,,,1
recGLtX4301LzejXu,14907,Heroine De Kerglenn,Heroine De Kerglenn,,,1
recGM6SqPGsYdfkoo,14907,Dominance Z,Dominance Z,,,1
recGW1k76PpCNztdS,14907,Sylvester Ter Linden,Sylvester Ter Linden,,,1
recGW7jYrtptrUNcd,14907,Ballyforan,Ballyforan,,,1
recGcKkdCOho6Pt6R,14907,Evolene De Carles,Evolene De Carles,,,1
recGd1PD9o3dSgk0c,14907,Cali Blue Ps,Cali Blue Ps,,,1
recGmLBUenZyb34a5,14907,Mastermind,Munster,Munster,,1
recGmPubDpsiWp8Rm,14907,Jantien De Muze,Jantien De Muze,,,1
recGnNupa4d13lGyT,14907,Oo Seven De L'equipe,Oo Seven De L'equipe,,,1
recGwZ8itiKMPIn8L,14907,Copabella Voltage,Copabella Voltage,,,1
recGy4GdtMrhhnRS7,14907,Quicksilver C,Quicksilver C,,,1
recH0S0gOoOCWUKnP,14907,Much Adoo,Much Adoo,,,1
recH3kKm7qJQzeokv,14907,Del'arkan,Del'arkan,,,1
recHA1XH3iVUvV58m,14907,Bona Fide,Bona Fide,,,1
recHAnzuqYB4BmFf2,14907,Mtm Anonymous Z,Mtm Anonymous Z,,,1
recHDwKXte9oVke6e,14907,Shenandoah East Wind,Shenandoah East Wind,,,1
recHEp9v9lEefLbmo,14907,Princeton,Princeton,,,1
recHIKuIcAOuVlvBx,14907,Bianca,Bianca,,,1
recHMJlKzrbejcORZ,14907,Action Girl Z,Action Girl Z,,,1
recHRYBwO3bICm8zy,14907,Online,Online,,,1
recHUf7ZSX6wndH6j,14907,Primo Cbi Cornet,Primo Cbi Cornet,,,1
recHVoMWewdqoon2T,14907,Frodo,Frodo,,,1
recHcQb0mthqatoC8,14907,Cooley Elusive,Cooley Elusive,,,1
recHgVNnMbV0sNKWs,14907,Delisa Gp,Delisa Gp,,,1
recHhzuyLxlaQtDz2,14907,Dank's Corner Livin' In The Future,Dank's Corner Livin' In The Future,,,1
recHigUbk8O2rt4YX,14907,My Diamant,My Diamant,,,1
recHkViA1LK59eYEa,14907,de Lisle Apollo,de Lisle Apollo,,,1
recHwsdhFA15JNAKv,14907,Childhood Dream,Childhood Dream,,,1
recI27QEDztbPYX0t,14907,Barbade Du Ter,Barbade Du Ter,,,1
recI42t09rbvMcyno,14907,Indigo Van De Muggenhoek,Indy,Indy,,1
recIBWWm8xC3UjODO,14907,Storiall Blue,Storiall Blue,,,1
recIBz7C8oVDQNAPH,14907,Obora's Sandman,Obora's Sandman,,,1
recIEURZIRcudCDt1,14907,Patron,Patron,,,1
recIJocvEbI4bkFpd,14907,F.ellouette,F.ellouette,,,1
recIOsp7jhIlRPGDe,14907,Chili Con Cornet,Chili Con Cornet,,,1
recISQW0vjBNoLsAe,14907,Britney Ps,Britney Ps,,,1
recIV0AQbZVVkxgVz,14907,Chanel,Chanel,,,1
recIZlyHRKEz5lTku,14907,Santiago Vh Netehof,Santiago Vh Netehof,,,1
recIfem3TXVWXAB2k,14907,Buga Z,Buga Z,,,1
recIjsc1DHNHnR7TG,14907,Chapeau,Chapeau,,,1
recIk2I6bQCTUdCuQ,14907,Voyageur,Voyageur,,,1
recIl9qAoUDLVs394,14907,Goliath De L’ Eldorado,Goliath De L’ Eldorado,,,1
recItD8viIbf6aEov,14907,Champion League,Champion League,,,1
recIyWc3lqqBppYPg,14907,Kilmastulla Quality Touch,Kilmastulla Quality Touch,,,1
recJ4kIXPcFhtNdIq,14907,Unbridled Bond,Unbridled Bond,,,1
recJ5Q3eTX32eABbT,14907,Chelsea 179,Chelsea 179,,,1
recJA2F2U0w9TUwpo,14907,Debonair,Debonair,,,1
recJBmmeVg06cGO87,14907,Halo,Paisley,Paisley,,1
recJDA8C1LeKb7kWF,14907,Baral Quester,Baral Quester,,,1
recJHkuPSZoICp8ZB,14907,Mestizo Ls,Mestizo Ls,,,1
recJLYsUEr1clTzLC,14907,Bull Run's Luminous,Bull Run's Luminous,,,1
